id	town	user	pop	latitude	longitude	code
1	"Aba"	2573	4619	47.0328	18.527955	1737
2	"Abadszalok"	1282	3922	47.474795	20.59866	1244
3	"Abaliget"	241	586	46.142982	18.115559	1254
4	"Abasar"	834	2498	47.801527	20.004282	2455
5	"Abaujszanto"	989	3088	48.28209	21.187145	359
6	"Abaujszolnok"	23	191	48.374395	20.9755	2633
7	"Abaujvar"	49	206	48.52494	21.314576	227
8	"Abda"	1110	3201	47.697735	17.541405	1188
9	"Abod"	50	229	48.393165	20.796585	1035
10	"Abony"	4567	14876	47.18897	20.005999	2787
11	"Abrahamhegy"	244	445	46.815737	17.572677	456
12	"Acs"	2423	6965	47.700565	18.006365	442
13	"Acsa"	354	1443	47.796565	19.382255	1857
14	"Acsad"	141	672	47.323719	16.733942	721
15	"Acsalag"	140	452	47.674019	17.200631	3338
16	"Acsteszer"	151	666	47.40624	18.005605	1813
17	"Adacs"	587	2690	47.69067	19.974895	2324
18	"Adand"	537	2199	46.855885	18.14873	608
19	"Adasztevel"	166	771	47.30445	17.5392	730
20	"Adony"	1445	3912	47.120355	18.86906	892
21	"Adorjanhaza"	114	338	47.242315	17.240005	3130
22	"Adorjas"	70	181	45.850597	18.062788	686
23	"Agasegyhaza"	412	2018	46.841245	19.44839	1768
24	"Agfalva"	493	2178	47.689838	16.514895	488
25	"Aggtelek"	183	535	48.469597	20.506513	936
26	"Agyagosszergeny"	339	882	47.606608	16.945977	2940
27	"Ajak"	1194	3528	48.183185	22.04789	877
28	"Ajka"	12864	29058	47.10591	17.565059	667
29	"Aka"	80	278	47.399381	18.067379	668
30	"Akaszto"	1024	3230	46.69129	19.20551	2194
31	"Alacska"	198	748	48.21725	20.6557	3309
32	"Alap"	658	1925	46.800197	18.687823	2682
33	"Alattyan"	384	2101	47.432365	20.04238	2526
34	"Albertirsa"	4270	12410	47.249115	19.609597	3165
35	"Alcsutdoboz"	460	1446	47.425033	18.603546	1517
36	"Aldebro"	145	649	47.78272	20.236115	634
37	"Algyo"	1638	5251	46.337865	20.20025	3424
38	"Almamellek"	76	428	46.1617	17.879465	1332
39	"Almasfuzito"	725	2174	47.73196	18.251805	3234
40	"Almashaza"	22	69	46.84522	17.04932	2338
41	"Almaskamaras"	223	835	46.461475	21.09369	2959
42	"Almosd"	489	1555	47.420701	21.9798	2764
43	"Alsodobsza"	15	319	48.180631	20.99964	1966
44	"Alsomocsolad"	111	329	46.313571	18.245377	1738
45	"Alsonana"	164	689	46.248705	18.6603	2966
46	"Alsonemedi"	1651	5206	47.312132	19.168198	2319
47	"Alsonemesapati"	188	722	46.854535	16.9355	1951
48	"Alsonyek"	202	751	46.20133	18.736445	1156
49	"Alsoors"	515	1474	46.985859	17.979549	3052
50	"Alsopahok"	440	1293	46.774715	17.17059	3208
51	"Alsopeteny"	152	666	47.875311	19.243103	1642
52	"Alsorajk"	85	347	46.654175	16.997621	1882
53	"Alsoregmec"	55	196	48.464509	21.617835	2322
54	"Alsoszentivan"	174	608	46.79579	18.7309	2528
55	"Alsoszuha"	73	479	48.372311	20.503429	2883
56	"Alsotold"	77	243	47.953935	19.59743	762
57	"Alsoujlak"	118	584	47.080332	16.855333	2272
58	"Alsovadasz"	227	1562	48.244471	20.906156	2981
59	"Alsozsolca"	1285	5937	48.07059	20.878758	2103
60	"Ambrozfalva"	171	486	46.349355	20.73021	1619
61	"Anarcs"	480	1912	48.17499	22.10592	2997
62	"Andocs"	275	1094	46.64898	17.9253	2871
63	"Andornaktalya"	507	2740	47.84145	20.41351	1798
64	"Annavolgy"	270	935	47.69109	18.66548	3422
65	"Apacatorna"	60	163	47.110703	17.294891	2837
66	"Apagy"	558	2199	47.968315	21.934394	2030
67	"Apaj"	358	1205	47.113975	19.08749	3356
68	"Aparhant"	269	1006	46.336795	18.452205	2612
69	"Apatfalva"	818	2941	46.172255	20.586115	1425
70	"Apatistvanfalva"	87	358	46.896615	16.25439	887
71	"Apc"	699	2552	47.793455	19.69199	724
72	"Aporka"	357	1182	47.22945	19.011056	1010
73	"Apostag"	677	1948	46.881105	18.960715	2114
74	"Aranyosapati"	285	1979	48.214011	22.260033	935
75	"Aranyosgadany"	61	321	46.007965	18.11889	688
76	"Arlo"	364	3686	48.188144	20.257402	1433
77	"Arnot"	652	2544	48.134976	20.858739	377
78	"Arokto"	160	1051	47.728787	20.946701	382
79	"Arpadhalom"	143	488	46.61766	20.55078	1906
80	"Arpas"	76	245	47.514634	17.392239	3224
81	"Artand"	145	502	47.123964	21.758048	331
82	"Asotthalom"	1084	3986	46.1996	19.783205	1033
83	"Asvanyraro"	630	1858	47.824646	17.495631	2692
84	"Aszalo"	330	1879	48.219443	20.961726	423
85	"Aszod"	2500	6414	47.651166	19.479261	1618
86	"Aszofo"	104	401	46.929365	17.833525	733
87	"Ata"	35	168	45.937367	18.297903	2858
88	"Atany"	178	1351	47.61537	20.359375	650
89	"Atkar"	473	1695	47.718645	19.888605	1609
90	"Attala"	199	830	46.376599	18.068905	3273
91	"Babarc"	288	729	46.0009	18.55501	540
92	"Babocsa"	447	1532	46.037995	17.345655	3047
93	"Babolna"	1490	3654	47.643665	17.97346	1936
94	"Babonymegyer"	149	809	46.751285	18.120136	2831
95	"Babosdobrete"	117	498	46.811829	16.774759	2126
96	"Babot"	289	1097	47.57675	17.076135	1504
97	"Bacsalmas"	2446	6697	46.12503	19.332505	1071
98	"Bacsbokod"	962	2619	46.12456	19.15849	1018
99	"Bacsborsod"	389	1196	46.094255	19.15914	2723
100	"Badacsonytomaj"	721	2080	46.802223	17.514834	2232
101	"Badacsonytordemic"	209	820	46.809101	17.472481	326
102	"Bag"	1758	3883	47.63674	19.475965	913
103	"Bagamer"	393	2478	47.449693	21.989484	2001
104	"Bagod"	288	1329	46.87663	16.749215	3036
105	"Bagyogszovat"	504	1284	47.592472	17.350449	2876
106	"Baj"	906	2870	47.650872	18.364776	2921
107	"Baja"	18146	37330	46.1772	18.95193	352
108	"Bajansenye"	149	455	46.803505	16.386525	1702
109	"Bajna"	648	1896	47.658764	18.595282	1674
110	"Bajot"	478	1557	47.72614	18.559485	2935
111	"Bak"	560	1665	46.73067	16.8464	473
112	"Bakonszeg"	351	1160	47.18969	21.44007	1516
113	"Bakonya"	101	379	46.084665	18.080225	829
114	"Bakonybank"	130	424	47.46683	17.904125	2424
115	"Bakonybel"	386	1193	47.25195	17.727427	2374
116	"Bakonycsernye"	885	3097	47.32336	18.07243	873
117	"Bakonygyirot"	46	148	47.419921	17.803643	2893
118	"Bakonyjako"	188	613	47.224239	17.600034	2951
119	"Bakonykoppany"	44	191	47.331155	17.68357	728
120	"Bakonykuti"	43	134	47.245252	18.19762	2315
121	"Bakonynana"	283	1047	47.278782	17.970474	2599
122	"Bakonyoszlop"	136	507	47.344345	17.923775	3041
123	"Bakonypeterd"	94	279	47.467455	17.797015	2206
124	"Bakonysag"	46	46	47.39968	17.65118	2990
125	"Bakonysarkany"	248	941	47.447035	18.101715	2522
126	"Bakonyszentkiraly"	275	804	47.363938	17.883081	2281
127	"Bakonyszentlaszlo"	635	1703	47.392784	17.803226	594
128	"Bakonyszombathely"	457	1421	47.473213	17.963209	2238
129	"Bakonyszucs"	74	319	47.343639	17.68136	2641
130	"Bakonytamasi"	140	591	47.41202	17.733937	2412
131	"Baks"	397	1963	46.539815	20.100755	2910
132	"Baksa"	238	769	45.958928	18.093164	397
133	"Baktakek"	103	718	48.366375	21.027936	1818
134	"Baktaloranthaza"	1201	4302	48.005598	22.075875	232
135	"Baktuttos"	74	327	46.700699	16.81848	1509
136	"Balassagyarmat"	7373	16133	48.076912	19.29089	1365
137	"Balastya"	966	3423	46.422507	20.012979	2367
138	"Balaton"	612	1038	48.092902	20.306221	1152
139	"Balatonakali"	268	627	46.882384	17.748867	2530
140	"Balatonalmadi"	3200	9167	47.028713	18.015019	583
141	"Balatonbereny"	339	1156	46.7075	17.31931	2737
142	"Balatonboglar"	2238	5932	46.77884	17.655453	3385
143	"Balatoncsicso"	71	218	46.925545	17.669165	307
144	"Balatonederics"	292	1013	46.799447	17.383895	1223
145	"Balatonendred"	359	1339	46.848995	17.969795	1946
146	"Balatonfenyves"	639	1844	46.711903	17.479842	2072
147	"Balatonfokajar"	389	1332	47.02238	18.212895	2946
148	"Balatonfoldvar"	1057	2064	46.849209	17.87907	711
149	"Balatonfured"	5722	13532	46.9618	17.87685	2117
150	"Balatonfuzfo"	1627	4299	47.057627	18.048232	221
151	"Balatongyorok"	261	1113	46.757389	17.3503	1700
152	"Balatonkenese"	1096	3195	47.035782	18.109314	514
153	"Balatonkeresztur"	391	1450	46.696925	17.36753	737
154	"Balatonlelle"	2061	4735	46.786415	17.69489	3386
155	"Balatonmagyarod"	90	480	46.59538	17.17571	2646
156	"Balatonmariafurdo"	298	657	46.703732	17.39398	1456
157	"Balatonoszod"	144	508	46.817188	17.79582	1191
158	"Balatonrendes"	39	119	46.827141	17.585594	3384
159	"Balatonszabadi"	779	2956	46.887075	18.143075	1660
160	"Balatonszarszo"	776	1885	46.824671	17.827858	2490
161	"Balatonszemes"	726	1773	46.80733	17.78145	2282
162	"Balatonszentgyorgy"	570	1564	46.691631	17.302851	2132
163	"Balatonszepezd"	137	409	46.856465	17.66861	1715
164	"Balatonszolos"	185	628	46.967737	17.828407	2850
165	"Balatonudvari"	111	314	46.900385	17.792603	1556
166	"Balatonujlak"	83	521	46.676663	17.382856	1647
167	"Balatonvilagos"	436	1179	46.978785	18.170545	355
168	"Balinka"	146	945	47.313122	18.191707	3110
169	"Balkany"	2178	6215	47.769426	21.863778	2695
170	"Balloszog"	663	3418	46.86293	19.57382	1340
171	"Balmazujvaros"	5495	17354	47.612605	21.342995	291
172	"Balogunyom"	271	1190	47.159465	16.63766	510
173	"Balotaszallas"	305	1497	46.349545	19.536935	2593
174	"Balsa"	155	841	48.173465	21.532231	1596
175	"Balvanyos"	130	529	46.78185	17.95234	2445
176	"Bana"	528	1589	47.65155	17.921291	3142
177	"Band"	207	673	47.122075	17.784344	1417
178	"Banhorvati"	294	1335	48.232653	20.505647	2515
179	"Bank"	227	662	47.924175	19.17618	2434
180	"Banokszentgyorgy"	193	642	46.545521	16.78277	843
181	"Banreve"	269	1271	48.29651	20.350005	2195
182	"Bar"	172	534	46.05261	18.717851	2437
183	"Barabas"	223	746	48.231235	22.431032	2648
184	"Baracs"	1140	3484	46.88511	18.90399	704
185	"Baracska"	878	2766	47.286355	18.761555	858
186	"Barand"	749	2530	47.292367	21.228004	2669
187	"Baranyajeno"	69	489	46.270935	18.044965	2474
188	"Barbacs"	274	716	47.644935	17.296382	619
189	"Barcs"	4796	11378	45.95966	17.466762	3279
190	"Bardudvarnok"	215	1202	46.331733	17.679452	373
191	"Barna"	153	1053	48.100576	19.935083	2004
192	"Barnag"	26	116	46.978748	17.74544	1577
193	"Barsonyos"	225	738	47.513295	17.91546	862
194	"Bata"	521	1692	46.129456	18.777876	1171
195	"Bataapati"	113	396	46.223604	18.600811	2890
196	"Bataszek"	2372	6388	46.197018	18.724252	886
197	"Bate"	247	832	46.358565	17.96452	3233
198	"Batmonostor"	432	1504	46.107541	18.925421	365
199	"Batonyterenye"	3735	12604	47.983735	19.81338	3353
200	"Bator"	62	407	47.99017	20.266664	2402
201	"Batorliget"	167	643	47.756833	22.271457	299
202	"Battonya"	1677	5565	46.285816	21.020755	1810
203	"Batya"	501	2023	46.486228	18.953371	1196
204	"Batyk"	139	393	46.989514	17.035849	2486
205	"Bazakerettye"	262	826	46.523445	16.743054	1869
206	"Bazsi"	112	388	46.935079	17.244367	742
207	"Beb"	73	254	47.34368	17.601455	2290
208	"Becsehely"	602	2066	46.450291	16.799889	2314
209	"Becske"	78	518	47.910375	19.376145	1201
210	"Becsvolgye"	265	768	46.75843	16.68618	1836
211	"Bedo"	74	252	47.163793	21.749331	3344
212	"Bejcgyertyanos"	94	453	47.149776	16.923389	1038
213	"Bekas"	136	231	47.331565	17.348549	2705
214	"Bekecs"	736	2391	48.152425	21.174369	692
215	"Bekes"	6676	19763	46.773415	21.13355	976
216	"Bekescsaba"	27022	63752	46.682086	21.099719	1520
217	"Bekessamson"	724	2318	46.424855	20.61835	2618
218	"Bekesszentandras"	1303	3765	46.87094	20.48576	268
219	"Bekolce"	147	637	48.079971	20.273581	440
220	"Belapatfalva"	839	2996	48.057275	20.352175	3326
221	"Belavar"	107	342	46.12233	17.219525	691
222	"Beled"	1100	2553	47.468418	17.109301	1058
223	"Beleg"	142	597	46.314935	17.410645	1712
224	"Belezna"	109	785	46.329291	16.939206	916
225	"Belmegyer"	280	981	46.871345	21.177905	1939
226	"Beloiannisz"	391	1100	47.17969	18.824757	846
227	"Belvardgyula"	123	402	45.972813	18.432262	1900
228	"Benye"	330	1221	47.35462	19.545145	2509
229	"Ber"	83	377	47.863008	19.507436	3291
230	"Berbaltavar"	136	493	47.00066	16.974195	3212
231	"Bercel"	398	2111	47.87361	19.400825	238
232	"Beregdaroc"	166	735	48.198637	22.526193	2824
233	"Beregsurany"	196	644	48.16025	22.54255	2067
234	"Berekboszormeny"	271	1749	47.067089	21.68487	1846
235	"Berekfurdo"	325	1010	47.384129	20.839769	3400
236	"Beremend"	1043	2594	45.784835	18.434705	3192
237	"Berente"	258	1117	48.231953	20.665133	3429
238	"Berettyoujfalu"	6139	15167	47.219522	21.544126	1278
239	"Berhida"	1734	5967	47.11317	18.133732	3312
240	"Berkenye"	199	637	47.88757	19.07196	903
241	"Berkesd"	226	864	46.082376	18.405359	1646
242	"Berkesz"	247	908	48.09799	21.977902	747
243	"Bernecebarati"	249	848	48.03905	18.91052	1877
244	"Berzek"	189	1145	48.021295	20.951446	2635
245	"Berzence"	579	2502	46.20767	17.14629	3011
246	"Besenyod"	175	642	47.96608	22.007539	1363
247	"Besenyotelek"	554	2569	47.697654	20.429165	2751
248	"Besenyszog"	929	3372	47.297421	20.25761	1130
249	"Besnyo"	619	1779	47.190646	18.794534	1634
250	"Beszterec"	290	980	48.155802	21.839248	2122
251	"Bezenye"	372	1393	47.961542	17.216613	2980
252	"Bezi"	188	510	47.674941	17.388741	1056
253	"Biatorbagy"	4568	12805	47.47375	18.835578	889
254	"Bicserd"	297	1008	46.02234	18.079865	1331
255	"Bicske"	4396	11642	47.491395	18.637655	1048
256	"Bihardancshaza"	33	180	47.228822	21.316699	2525
257	"Biharkeresztes"	1351	3888	47.128953	21.715111	1995
258	"Biharnagybajom"	744	2731	47.21292	21.237595	2482
259	"Bihartorda"	206	897	47.214436	21.355395	2988
260	"Biharugra"	259	839	46.96924	21.597215	2961
261	"Bikacs"	134	433	46.67776	18.66629	1197
262	"Bikal"	242	743	46.331654	18.282705	489
263	"Biri"	339	1376	47.815372	21.85102	294
264	"Birjan"	170	510	45.99935	18.374615	513
265	"Bisse"	62	228	45.908157	18.258984	2492
266	"Bo"	389	640	47.36735	16.81576	547
267	"Boba"	257	807	47.181718	17.187188	2920
268	"Bocfolde"	233	1138	46.780369	16.8522	1754
269	"Boconad"	387	1248	47.642873	20.188942	2235
270	"Bocs"	838	2754	48.044131	20.956752	530
271	"Bocsa"	493	1830	46.614942	19.476077	830
272	"Bocskaikert"	688	2946	47.64388	21.659776	3410
273	"Boda"	106	436	46.079886	18.048813	2089
274	"Bodajk"	1430	4051	47.321215	18.236983	1825
275	"Bodony"	120	714	47.940692	20.023727	1493
276	"Bodroghalom"	221	1303	48.301365	21.703889	2373
277	"Bodrogkeresztur"	343	1107	48.169502	21.361944	3078
278	"Bodrogkisfalud"	213	836	48.171853	21.355483	3380
279	"Bodrogolaszi"	225	882	48.28683	21.515775	1440
280	"Bodvarako"	23	94	48.5097	20.73624	3330
281	"Bodvaszilas"	190	1005	48.536378	20.732655	592
282	"Bogacs"	422	2024	47.907873	20.527819	2519
283	"Bogad"	337	1094	46.084327	18.32185	3215
284	"Bogadmindszent"	109	431	45.907045	18.046653	2189
285	"Bogdasa"	104	276	45.878534	17.789714	1069
286	"Bogot"	180	382	47.253368	16.8297	1165
287	"Bogote"	154	287	47.08371	17.044901	729
288	"Bogyiszlo"	569	2193	46.382585	18.81421	342
289	"Bogyoszlo"	239	598	47.564313	17.183598	436
290	"Bohonye"	838	2353	46.41243	17.38567	2653
291	"Bojt"	78	489	47.189365	21.735375	1413
292	"Bokod"	626	2096	47.490785	18.251605	731
293	"Bokony"	973	3168	47.732681	21.748131	1129
294	"Bokor"	42	110	47.93398	19.541975	384
295	"Bolcske"	886	2825	46.738461	18.96875	655
296	"Boldog"	837	2975	47.59934	19.69608	345
297	"Boldogasszonyfa"	71	426	46.182785	17.841595	1311
298	"Boldogkovaralja"	271	1084	48.339244	21.234733	1447
299	"Boldva"	387	2331	48.22134	20.789055	839
300	"Bolhas"	89	407	46.262911	17.271548	1399
301	"Bolho"	182	720	46.03916	17.298515	1812
302	"Boly"	1819	3996	45.96838	18.516705	3315
303	"Boncodfolde"	109	348	46.86792	16.74052	1078
304	"Bony"	679	2153	47.651433	17.869103	3395
305	"Bonyhad"	5994	13741	46.29728	18.539265	649
306	"Bonyhadvarasd"	115	402	46.36968	18.47979	1481
307	"Borcs"	560	1290	47.683491	17.50029	661
308	"Bordany"	1090	3262	46.320305	19.9193	819
309	"Borjad"	204	388	45.93624	18.46735	672
310	"Borota"	378	1294	46.26411	19.22393	1932
311	"Borsfa"	200	710	46.499172	16.784344	1005
312	"Borsodbota"	136	857	48.212141	20.39782	3066
313	"Borsodgeszt"	57	246	47.957533	20.692872	1612
314	"Borsodivanka"	114	739	47.699117	20.659721	670
315	"Borsodnadasd"	699	3007	48.12388	20.243126	531
316	"Borsodszentgyorgy"	211	1135	48.18824	20.202379	3020
317	"Borsodszirak"	202	1199	48.26114	20.767711	1679
318	"Borsosbereny"	252	1001	47.975322	19.118626	989
319	"Borzavar"	152	712	47.289937	17.831199	3025
320	"Bosarkany"	835	2111	47.690829	17.249253	1550
321	"Boszenfa"	191	568	46.239231	17.845583	2627
322	"Botpalad"	201	580	48.02654	22.81276	2223
323	"Bozzai"	87	316	47.211255	16.7606	639
324	"Bozsok"	139	328	47.321222	16.488157	502
325	"Bozsva"	43	183	48.478759	21.478891	3100
326	"Bucsa"	665	2055	47.204125	20.99795	1347
327	"Bucsu"	207	586	47.262862	16.494316	3298
328	"Bucsuszentlaszlo"	317	819	46.789395	16.93065	2061
329	"Bucsuta"	168	227	46.566771	16.836248	798
330	"Budajeno"	723	1877	47.555185	18.80403	340
331	"Budakalasz"	4160	10510	47.62047	19.04625	2346
332	"Budakeszi"	5559	14507	47.515069	18.934171	1205
333	"Budaors"	11810	29605	47.460258	18.95289	2327
334	"Budapest"	1059245	1740041	47.506225	19.06482	1357
335	"Bugac"	799	2809	46.688	19.684882	3282
336	"Bugacpusztahaza"	124	297	46.701205	19.635615	3363
337	"Bugyi"	2275	5418	47.222151	19.148424	3202
338	"Buj"	539	2206	48.10392	21.652634	1970
339	"Bujak"	559	2091	47.884283	19.54489	1423
340	"Buk"	1513	3493	47.381721	16.756149	243
341	"Bukkabrany"	575	1558	47.88694	20.682091	1359
342	"Bukkaranyos"	323	1467	47.9856	20.780519	2789
343	"Bukkmogyorosd"	55	119	48.129169	20.354691	1940
344	"Bukkosd"	331	1099	46.105782	17.991949	2316
345	"Bukkszek"	160	681	47.989571	20.17532	296
346	"Bukkszenterzsebet"	193	1040	48.055248	20.16728	1062
347	"Bukkszentkereszt"	397	1212	48.067348	20.631149	802
348	"Bukkszentmarton"	35	305	48.069099	20.3216	2209
349	"Bukkzserc"	268	950	47.954048	20.50918	3288
350	"Buzsak"	326	1434	46.649001	17.583141	1735
351	"Cak"	141	301	47.355285	16.513845	827
352	"Cece"	871	2499	46.763661	18.63473	1315
353	"Cegenydanyad"	185	668	47.9353	22.54913	968
354	"Cegled"	14281	37778	47.17012	19.79739	1134
355	"Cegledbercel"	1593	4407	47.223085	19.665885	2064
356	"Celldomolk"	4782	10786	47.257729	17.15237	2709
357	"Cered"	251	1060	48.144076	19.966189	366
358	"Cibakhaza"	1085	4327	46.95711	20.202935	2293
359	"Cigand"	566	2682	48.26408	21.891655	393
360	"Ciko"	297	821	46.262125	18.55739	1928
361	"Cirak"	235	568	47.478128	17.028928	1595
362	"Csabacsud"	551	1800	46.82731	20.65164	3133
363	"Csabaszabadi"	91	335	46.5735	20.955505	3407
364	"Csabdi"	412	1168	47.518178	18.614026	3054
365	"Csabrendek"	951	2969	47.014187	17.288494	3092
366	"Csaholc"	79	521	47.985121	22.730763	1292
367	"Csajag"	238	801	47.044573	18.186856	1607
368	"Csakanydoroszlo"	472	1730	46.97134	16.504874	391
369	"Csakbereny"	411	1182	47.34586	18.330406	536
370	"Csakvar"	1915	5221	47.391944	18.466394	2000
371	"Csanadalberti"	110	434	46.32575	20.706075	212
372	"Csanadapaca"	656	2617	46.54324	20.8865	2045
373	"Csanadpalota"	909	2968	46.24376	20.722335	537
374	"Csanig"	87	372	47.43222	17.024345	2677
375	"Csany"	489	2204	47.649302	19.829366	1684
376	"Csanyoszro"	284	668	45.880855	17.91156	1990
377	"Csanytelek"	512	2755	46.598065	20.115135	2229
378	"Csapod"	161	523	47.517669	16.924811	856
379	"Csardaszallas"	133	442	46.86433	20.936755	2550
380	"Csaszar"	527	1750	47.50223	18.140125	1641
381	"Csaszartoltes"	763	2323	46.42205	19.176701	1047
382	"Csaszlo"	78	367	47.912885	22.71501	971
383	"Csatalja"	355	1468	46.036405	18.946185	2647
384	"Csatar"	144	561	46.778245	16.867315	2343
385	"Csatka"	93	232	47.379594	17.97745	3310
386	"Csavoly"	607	1806	46.195545	19.142737	1637
387	"Csecse"	241	896	47.866545	19.62461	3027
388	"Csegold"	101	592	47.901661	22.67573	2610
389	"Csehbanya"	58	273	47.18198	17.683936	2025
390	"Csehi"	72	245	47.036747	16.943948	1948
391	"Csehimindszent"	102	336	47.046471	16.956093	1272
392	"Csem"	97	447	47.68251	18.090775	3364
393	"Csemo"	994	4283	47.11899	19.69865	518
394	"Csengele"	444	1967	46.537475	19.862225	3228
395	"Csenger"	1705	4730	47.834745	22.68194	3064
396	"Csengersima"	197	692	47.866589	22.728715	2409
397	"Csengerujfalu"	168	777	47.805294	22.623235	2685
398	"Csengod"	559	2020	46.711488	19.268729	1234
399	"Csenye"	181	724	47.235776	16.867132	907
400	"Csepa"	374	1535	46.806608	20.13195	1317
401	"Csepreg"	1095	3384	47.40258	16.707025	1214
402	"Cserepfalu"	252	1002	47.940605	20.53448	697
403	"Cserepvaralja"	99	427	47.932665	20.561782	2557
404	"Cserhathalap"	85	344	47.980232	19.377015	2193
405	"Cserhatsurany"	176	839	47.975964	19.425745	2259
406	"Cserhatszentivan"	30	139	47.940506	19.580067	3231
407	"Cserkeszolo"	634	2090	46.863415	20.204425	579
408	"Cserkut"	142	567	46.07587	18.134769	389
409	"Csernely"	106	806	48.14431	20.34135	2845
410	"Cserszegtomaj"	593	2797	46.806075	17.231515	713
411	"Cserto"	117	403	46.090408	17.800179	1385
412	"Csesznek"	226	515	47.35182	17.883751	2464
413	"Csesztreg"	241	790	46.716296	16.514525	258
414	"Csesztve"	39	305	48.014369	19.281823	2014
415	"Cseteny"	516	1880	47.318035	17.995513	3169
416	"Csevharaszt"	608	1941	47.292795	19.42322	1847
417	"Csibrak"	81	326	46.46649	18.3474	1199
418	"Csikeria"	238	889	46.132625	19.46854	1569
419	"Csikostottos"	251	873	46.34134	18.155985	3009
420	"Csikvand"	100	454	47.469133	17.459808	1350
421	"Csincse"	133	562	47.888899	20.76522	3411
422	"Csipkerek"	105	322	47.070425	16.9422	2606
423	"Csobad"	129	692	48.282695	21.02882	533
424	"Csobaj"	160	702	48.049	21.342925	2077
425	"Csobanka"	929	3165	47.642165	18.96629	682
426	"Csogle"	154	621	47.22224	17.253441	3281
427	"Csokako"	389	1311	47.349584	18.268427	2190
428	"Csokmo"	564	1756	47.034229	21.29686	1245
429	"Csokoly"	141	1144	46.30357	17.56584	2431
430	"Csokonyavisonta"	338	1605	46.07888	17.443985	597
431	"Csokvaomany"	159	843	48.16632	20.372654	1428
432	"Csolnok"	1167	3253	47.688071	18.716492	1892
433	"Csolyospalos"	448	1658	46.41735	19.84083	1202
434	"Csomad"	548	1579	47.657145	19.236422	3311
435	"Csombard"	63	287	46.452436	17.671098	247
436	"Csomend"	43	286	46.569801	17.488319	2727
437	"Csomoder"	88	580	46.611919	16.64262	2936
438	"Csomor"	3254	9227	47.54755	19.225161	2280
439	"Csonge"	98	362	47.34639	17.06535	2239
440	"Csongrad"	6460	16846	46.710705	20.145275	511
441	"Csonkahegyhat"	126	355	46.800305	16.7201	3114
442	"Csonkamindszent"	52	177	46.04681	17.96817	2257
443	"Csopak"	592	1648	46.979224	17.922924	218
444	"Csor"	583	1832	47.205144	18.256867	977
445	"Csorna"	5707	10649	47.611248	17.244515	403
446	"Csornyefold"	106	462	46.49992	16.63308	3397
447	"Csorotnek"	165	843	46.952671	16.366381	422
448	"Csorvas"	1795	4981	46.634345	20.83386	2670
449	"Csosz"	258	1044	47.038385	18.41949	673
450	"Csot"	246	968	47.360041	17.607209	3287
451	"Csovar"	156	656	47.809521	19.326103	2698
452	"Csurgo"	2109	5186	46.258525	17.09737	2131
453	"Dabas"	6049	16813	47.192145	19.33042	924
454	"Dabronc"	148	406	47.03206	17.16767	1717
455	"Dabrony"	61	345	47.24219	17.328715	2823
456	"Dad"	321	1012	47.51945	18.226096	3316
457	"Dag"	281	938	47.663208	18.720173	2291
458	"Daka"	86	643	47.285385	17.421255	2015
459	"Dalmand"	229	1264	46.494475	18.18979	2923
460	"Danszentmiklos"	1092	2996	47.212535	19.54687	3181
461	"Dany"	1219	4524	47.516705	19.539505	1839
462	"Darany"	304	905	45.981925	17.589865	3135
463	"Darnozseli"	583	1566	47.851458	17.426358	2186
464	"Darvas"	188	527	47.102685	21.33538	1467
465	"Davod"	512	1926	45.997612	18.9195	1053
466	"Debrecen"	110376	207594	47.53441	21.61932	1513
467	"Decs"	1045	4049	46.288015	18.76098	2498
468	"Dedestapolcsany"	403	1426	48.185307	20.480489	468
469	"Deg"	622	2047	46.869355	18.44363	3275
470	"Dejtar"	307	1396	48.03809	19.17055	1251
471	"Delegyhaza"	1005	3575	47.252184	19.060974	997
472	"Demecser"	1327	4280	48.113863	21.920757	1775
473	"Demjen"	149	590	47.829677	20.334125	866
474	"Dencshaza"	103	591	45.993956	17.833469	777
475	"Denesfa"	154	363	47.456694	17.030293	3259
476	"Derecske"	2892	8906	47.353965	21.571013	557
477	"Derekegyhaz"	516	1595	46.58209	20.35131	783
478	"Deszk"	1262	3644	46.218135	20.237425	2407
479	"Detek"	57	267	48.335831	21.017566	1052
480	"Detk"	291	1158	47.747168	20.098358	920
481	"Devavanya"	2438	7622	47.028165	20.960155	2481
482	"Devecser"	1390	4325	47.104294	17.436892	3227
483	"Diosbereny"	88	353	46.53587	18.445965	1168
484	"Diosd"	3274	9522	47.407587	18.95212	2401
485	"Diosjeno"	818	2784	47.930355	19.044215	674
486	"Dioskal"	103	474	46.674212	17.056408	2877
487	"Diosviszlo"	183	702	45.876472	18.171307	3237
488	"Doba"	120	512	47.16509	17.38024	1087
489	"Doboz"	1170	4167	46.73631	21.24732	3319
490	"Dobri"	40	154	46.51617	16.58188	2588
491	"Dobrokoz"	464	1939	46.428181	18.236309	256
492	"Dobronhegy"	52	137	46.8184	16.749345	3270
493	"Dobronte"	66	262	47.226379	17.54501	2947
494	"Doc"	153	765	46.438295	20.136425	3053
495	"Doge"	622	2103	48.25806	22.07058	364
496	"Domahaza"	99	816	48.18346	20.10437	2569
497	"Domaszek"	1318	4974	46.241705	19.993595	1338
498	"Dombegyhaz"	541	1943	46.338985	21.13267	2403
499	"Dombiratos"	166	526	46.42288	21.117615	2213
